*;0;#group;index;offset;type;nss;bw;gi;airtime
*;0;#sta;action;macaddr;overhead_mcs;overhead_legacy;supported
phy1;323c0e0ea72;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c0edcb8b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c0efa7ec;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c0fd475e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c0ff3e43;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c10c8638;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c10ec3ff;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c11c5a6e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c11e44e3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c12b4cf3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c12d3d14;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c13b572e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c13d2fbe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c14ad3dd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c14cc408;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c1597559;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c15b68fe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c1689684;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c16a8708;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c177c08a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c179ad0c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c1869d64;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c1888f21;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c1957277;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c197592a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c1a46327;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c1a64821;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c1b3a572;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c1c3be13;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c6d6de8f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c6e4a83c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c6e6afd4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c6f6e388;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c6f90c5d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c706f352;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c708d5b9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c715b394;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c717fcde;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c72988ee;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c72a9773;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c7392234;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c73afcfc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c7485a72;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c74a347c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c75770b5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c759574d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c7674303;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c7690f29;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c777991d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c7872800;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c78906ef;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c796aa8d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c798ded9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c7a97054;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c7ab9691;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c7b94c1e;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c7bb3486;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c7c7e8fe;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c7ca1ec5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c7de7cd0;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c7e4d8fa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c7e6cdfb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c7f4b6e2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c7f69214;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c803ec39;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c805c551;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c812fd53;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c814ec6f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8226a9d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c8244a73;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8322f2f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c8341acf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8429d0d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c844a690;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8530d07;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c855421b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8653837;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c8670f66;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c874e6b6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c876c5b3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c883ebf0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c8864818;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8959320;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c898964d;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c8a8e5da;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8b77d20;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c8b965b7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8c695e0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c8c8742c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8d5f50b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c8d7def8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8e4f260;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c8e6c8c3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c8f58f7f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c9088914;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;323c90a8dba;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c9199e10;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c91bb311;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c929ced0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c92bc0b3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c9398c4e;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c93c7aea;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c94c6601;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c94e48ac;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c95adc3d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c95cc9b4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c969f89f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c96bcaa1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c97926da;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c97b22c1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c9888c26;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c98b7d77;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c99a6eda;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c99c53fe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c9aa577a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323c9ac4de7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c9ba8bba;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c9bd4aca;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c9cb7308;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c9cd8b50;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c9dbf308;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c9e1edea;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323c9f13251;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323c9f30d3f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca00efb4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ca02da33;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca0ff8c0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ca11e27a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca1f808a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ca216936;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca301f7b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ca31fdd2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca3fde18;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ca41c6b6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca4f1785;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ca50f80f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca5f068e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ca611394;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca6e983b;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323ca709ad9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca70f8e0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca726e69;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ca808e27;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca887f9c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca8a7da4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ca97a6e3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ca9992d6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323caa73360;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323caa917cc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cab619d0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cab80622;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cac73ea5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cac95044;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cad7dd64;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cad9af14;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cae73406;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cae937a9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323caf71b5b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323caf8fb8f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cb068313;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cb089422;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cb0a28c4;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323cb190b2c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cb1bac11;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cb1c62bb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cb2d8e8e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cb2f8991;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cb3def61;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cb400a45;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cb4d9eee;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cb4fb8c7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cb5df140;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cb600f33;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cb6e2b3d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cb700a67;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cb7d60a2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cb7f3924;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cb8d5287;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cb8f5720;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cba034e2;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323cbb27bbe;txs;50:eb:71:92:80:33;5;5;0;279;1
phy1;323cbb4ccdb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cbc2a649;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323cbc4bde6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cbd268eb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cbd48789;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cbe01781;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cbe20776;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cbeeeacf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cbf0fa79;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cbff8013;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cc016b02;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cc0eb18c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cc109254;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cc1e1195;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cc1ff62f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cc2fa2a2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cc3dbcdf;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323cc4aee6a;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323cc4cd2a7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cc599d05;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cc5b8d6d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cc6886f2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cc6a4d76;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cc790271;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cc7b1b52;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cc8ac2ab;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;323cc95aa5e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cc97a1f2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cca52090;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cca6fa14;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ccb40ca2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ccb5d4cd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ccc3502c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ccc541d8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ccd274b5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ccd466d9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cce17513;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cce36567;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ccf04d51;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ccf222d4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ccff8e6b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cd017e78;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cd0e4f3a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cd103c3a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cd1d7525;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cd2f3399;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323cd310273;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cd3f5c02;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cd414434;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cd4f3656;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cd51531a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cd5fafd2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cd61a654;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cd6e9c4e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cd7068d4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cd7dfc95;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cd7ff00d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cd8d336a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cd8f1ad2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cd9c96fa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cd9e7c00;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cdabf6eb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cdadfbd3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cdbee3d6;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323cdc07b36;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cdc12dae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cdd3355d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cdd58267;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cde30875;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323cde52532;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cdf16895;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cdf386bf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ce01ab30;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ce03a448;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ce10ac92;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ce129d89;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ce202fb1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ce22463e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ce30acc6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ce32bb00;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ce4013d7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ce420299;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ce509085;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ce60a083;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323ce627d06;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ce6fbc20;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ce718ade;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ce7f0448;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ce80f506;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ce8dcb3e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ce8fb173;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323ce9ec36f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cea6b673;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323ceaffbb8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cec09381;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;323cec2834d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cece8fba;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ced07fdf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cede3edd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323ceeb9a2f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323ceed84aa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cefe2122;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cf0017c3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cf0c8c91;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cf0e4a69;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cf1b8b04;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cf1db2ff;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cf2b0ef1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cf2d2c5f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cf3bac57;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323cf3daadd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cf4af9eb;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323cf4ccab0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cf5a601e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cf5c51bd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cf69b18c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cf6b98f7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cf7902d0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cf7ae15a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cf89b5c9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cf8b8d1e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cf999078;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cf9b7a94;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cfa8986d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cfaa7ef1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cfb85068;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cfba68dc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cfc91329;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cfcb0114;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cfd8f36c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cfdb11d0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cfe6d0fe;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cfe89a02;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cfea39b8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323cff834ab;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323cffbe082;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d00c98ad;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323d00ef30f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d01ccde6;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323d02d50f2;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323d02f2a51;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d03ce45e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d03eb8bb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d04c2f0b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d04e2ee0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d05b9944;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d05d85b5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d06a52c0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d06c3326;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d079acc0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d07b91ab;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d089e6d6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d08bfd5f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d099ff1b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d09bed81;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d0a8dfdc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d0aab1bb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d0b9a50d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d0bb96ed;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d0c91d93;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d0caf9ff;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d0d80f4c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d0d9e6c3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d0e6e904;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d0e8d0cf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d0f588d7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d0f76f7c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d104a086;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d1068b50;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d115f97a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d12224bc;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323d1244559;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d12fe28b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d131c0db;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d13f6e86;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d1415a50;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d150793a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d152dea3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d160f75c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d162eb0b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d16fdbd1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d171bebf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d17eaa8f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d1809edd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323d18d6a6d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323d18f3f59;txs;50:eb:71:92:80:33;1;1;0;279;1
