*;0;#group;index;offset;type;nss;bw;gi;airtime
*;0;#sta;action;macaddr;overhead_mcs;overhead_legacy;supported
phy1;7af1ccef30f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1ccf3911;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1cd2890d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1cde869a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1ce08d33;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1ce22488;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1ce3c673;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1cf0e205;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1cf641b9;txs;50:eb:71:92:80:33;5;5;0;279;1
phy1;7af1cfc6a70;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1cfee3d0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1d0e3f80;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1d10790a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1d1fa998;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af1d21a327;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1d2ddef0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1d2fd8d3;stats;50:eb:71:92:80:33;279;3e8;2f2;ea;ea;564b04;56680d
phy1;7af1d446a69;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af1d52e856;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af1d555e90;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af236f7dca;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af2373d4ed;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af23773517;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af2383b819;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af238dca4b;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af239cf501;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af239f0ea4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af23a9d9e7;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af23aa75b1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af23b5b2ec;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af23b75be0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af23c3530c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af23c55808;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af23d099c2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af23d27621;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af23dca69b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af23df058f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af23e9b1fd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af23f695a0;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af23f8a48e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af24034a8e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af240f9657;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;11a903;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af241e7c54;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af24262929;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af24269baf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af2433591c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af24364e64;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af2441be1c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af2443bced;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af244e45b7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af245040e4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af245c65f4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af245ea75a;stats;50:eb:71:92:80:33;279;3e8;2f2;e3;e3;564cb1;5669ba
phy1;7af246b8887;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af2476a902;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af2479819c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af24839a83;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af248f93bd;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af2491e189;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af249ebcb9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af249f36e7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af3313f235;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af331efc88;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af3320e59c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af332bdda0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af332dad3f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af333b6412;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af333c2ff6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af33493b6e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af334d1a33;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af33590d15;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af335b3b55;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af336623c4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af3367eec1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af3371aa9d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af4335a9b7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af434472a7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af43466468;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af43533c54;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af43557ee3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af435ea2ae;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af435fcff2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af436305d3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af436a53ee;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af436eeb02;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af437ee3ce;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af4380ce75;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af438dcf2e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af438fb268;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af439d9738;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af439f7f63;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af43adec40;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af43afeea1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af43bbb799;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af43bdf9dd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af43cf0ae6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af43ddd98d;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af43dfcbea;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af43f1f641;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af43f3e9c6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af4401f075;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af4403e3a8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af441284d9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af441484f9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af4424164e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af44261e35;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af4434483a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af4436a5ad;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af4446c449;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af4448b847;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af44572cd6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af4459228f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af4465e791;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af4467d84e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af4475823f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af44778074;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af44868d2d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af44883fe7;stats;50:eb:71:92:80:33;279;3e8;2f2;aa;aa;56539a;5670a3
phy1;0:33;3;3;0;279;1
phy1;7af449844a4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af44a915de;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af44ab0172;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af44b91d4f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af44bb25fb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af44c9f738;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af44cc058d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af44d9a3a7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af44dbb3e7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af44e95a1a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af44eb6031;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af44f9ba54;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af44fbb63b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af4508eb4c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af450aea17;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af45183415;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af451cf9fb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af452b7886;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af452d7d13;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af4539904b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af453bbf69;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af454b5c77;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af454d5c18;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af455ac638;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af455cdbb1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af456b1075;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af456d1b79;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af457b7ea3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af458c96f4;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af458ea31d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af459cd697;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af45afbed8;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af45b1b7a4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af45c352d6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af45c537d4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af45d288ab;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af45d44093;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af45e166fc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af45f31be4;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af45f505e8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af460128b6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af4602d719;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af46033e93;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af4605953c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af4606a3b9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af460bd304;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af461b588a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af461d5632;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af462bd9a2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af462df152;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af54d37de8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af54d58573;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af54e17849;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af54e34454;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af54eddb9e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af54efff71;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af54fa8e3e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af54fc88dc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af5507224d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af550a0379;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af55159db5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af5517968c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af55219c4e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af5523b868;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af552e5f10;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af55303b0b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af553d92ed;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af554adc18;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af554d15a1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af5557b164;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af5559cbd2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af556415c0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af5566a2b2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af55724a06;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af55746a9a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af558097f9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af5581ca54;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af558d9a08;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af558f6bad;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af559a56af;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af559c71a0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af55a6f0c9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af55a8e3fa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af55b65542;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af55bf6e47;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af55c47fdc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af55c4bfa9;txs;50:eb:71:92:80:33;1;1;0;279,278;1,1
phy1;7af55d04ed2;txs;50:eb:71:92:80:33;2;2;0;279,278;1,1
phy1;7af55dbe3a0;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af55ddb310;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af55e90c09;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af55eb0ca7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af55f616a1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af55f7f72f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af56018661;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af56038ef6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af560ec785;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af5610c90b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af561ad820;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af561cd55c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af56277225;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af56350e37;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af5637d20e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af56441738;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af5645ca2f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af5651688c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af56538850;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af565df189;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af565fe410;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af566b2f37;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af566d7957;stats;50:eb:71:92:80:33;279;3e4;2f2;db;de;5657b0;5674bd
phy1;7af566dc181;stats;50:eb:71:92:80:33;278;3e8;2eb;3;3;1f5d;1f63
phy1;7af566fced2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af567af987;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af567d8441;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af568b8845;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af568d7544;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af5698e84e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af569b87a3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af56a69290;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af56a8864d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af56b43ba3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af56c0e01e;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af56c2dd55;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af56cbbb96;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af56ceb5f9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af56d7d7e8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af56daf8d4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af56e642ba;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af56e84d47;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af56f420be;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af56f61f1c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57002a8c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57010727;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57099339;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af570b6287;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af570e4877;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57104b29;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af571d4589;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af571f436f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af572a8560;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af572ae3b7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57356823;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af57388574;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af5743889f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57456810;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af574ff64e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af5751daf8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af575c8728;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af575e6392;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af5768c3a4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af576ab17a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af5774e57d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af5776d833;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af5782b71e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57847e8d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af579086bb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af5792540e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57a02a3b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57a22633;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57ad5de9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57afcdfc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57babf60;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57bcc263;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57c6afaf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57c8bf4b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57d3d0fa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57d5cf6f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57e012cb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57e20dc7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57ecea62;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57ef9452;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af57fc4e6f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af57fe0772;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af5808dcd0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af580ab182;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af58158733;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af58177a5a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af582084b4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af58237a15;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af66b9326a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af66bb67ce;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af66c91fd0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af66cb1832;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af66d6352f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af66e309db;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af66f0c63f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af66f2c878;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af66fd2d06;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af66ff7328;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af670d14d0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af670f46c5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6721b8d2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af67239b76;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af672e6266;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6730f094;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af67404779;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af67423ff7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6988661f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af69926a81;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6994a886;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af699793da;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af69a72292;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af69a97b3c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af69b56bf7;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af69b73e1d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af69c46ce3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af69c699c6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af69d600b4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af69d8064a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af69e23b16;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af69e47fb0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af69f271e8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af69f46dd2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af69fe18c8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6a008345;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6a10ddbd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6a11a3e1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6a219d37;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6a2371ba;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6a3078b5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6a324d15;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6a3e7761;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6a40df48;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6a50c9b4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6a52b806;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6a5d454d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6a5fcdfe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6a6e39d5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6a7079ff;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6a7acfe4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6a7d4c13;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6a8badb4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6a8d89fd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6a9e4a64;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6aa04892;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6aab8f9a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6aac5015;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6abf4ee6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6ac11d7a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6acb70cd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6acdc9e3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6adb1169;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6adcfc2c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6ae7f25a;txs;50:eb:71:92:80:33;2;2;0;279;1
